Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1767,Liam,Williams,student767@university.com,Female,21,Business,87.31,98.89,40.43,86.44,73.83,2.3,53.86,87.63,D,5.7,Yes,Yes,Master's,Medium,1,5.3
S1768,Maria,Brown,student768@university.com,Female,19,Business,60.95,88.88,42.05,78.98,55.28,4.55,57.82,95.79,A,20.6,Yes,No,Master's,High,10,5.7
S1769,Ali,Smith,student769@university.com,Female,22,Engineering,53.59,58.89,48.85,65.99,55.32,8.65,58.72,85.59,C,29.7,No,Yes,PhD,Medium,7,8.3
S1770,Ahmed,Davis,student770@university.com,Female,22,CS,85.78,64.21,51.25,59.9,98.21,5.52,53.17,67.6,B,19.7,No,No,Bachelor's,High,5,8.1
S1771,Ahmed,Smith,student771@university.com,Male,22,Business,69.54,54.54,86.06,70.93,98.97,2.46,94.65,89.53,A,9.3,Yes,Yes,High School,Medium,8,4.9
S1772,Ali,Jones,student772@university.com,Male,20,Engineering,88.3,93.45,53.37,64.34,71.31,2.09,56.32,84.79,C,26.9,No,Yes,Bachelor's,High,1,8.7
S1773,Maria,Smith,student773@university.com,Female,24,Mathematics,72.26,94.87,98.15,66.96,89.45,7.53,81.47,78.71,A,11.6,No,Yes,None,Medium,10,7.1
S1774,Sara,Brown,student774@university.com,Female,24,Mathematics,67.3,65.13,78.17,75.78,82.79,0.13,81.29,67.69,F,6.1,No,No,None,High,4,6.5
S1775,Ahmed,Davis,student775@university.com,Male,22,Engineering,72.56,79.39,81.55,58.45,55.85,9.14,59.93,96.05,F,15.8,Yes,No,PhD,Low,9,5.0
S1776,Ali,Jones,student776@university.com,Male,19,CS,87.43,49.93,53.07,90.31,64.83,0.18,99.92,75.64,B,7.5,No,No,None,High,10,7.7
S1777,Liam,Davis,student777@university.com,Female,20,Engineering,95.11,66.1,93.56,57.28,65.68,6.31,67.37,81.41,F,7.9,No,No,None,Low,1,8.6
S1778,Liam,Williams,student778@university.com,Male,24,CS,52.49,77.89,80.07,74.05,79.79,6.05,95.25,70.77,D,16.6,Yes,Yes,PhD,High,3,4.3
S1779,John,Smith,student779@university.com,Male,22,Mathematics,76.21,63.12,91.86,87.3,79.0,5.78,97.41,89.04,B,20.3,Yes,No,PhD,Low,2,6.6
S1780,Ali,Davis,student780@university.com,Female,20,Business,51.64,61.46,97.39,74.25,96.18,4.74,97.45,67.05,A,27.6,Yes,No,PhD,High,9,8.4
S1781,John,Johnson,student781@university.com,Female,19,Engineering,73.42,40.06,47.54,68.05,89.5,8.52,87.64,90.53,D,22.6,Yes,Yes,PhD,High,10,8.8
S1782,Liam,Smith,student782@university.com,Female,22,Mathematics,94.26,88.26,45.8,73.74,92.84,6.59,62.69,55.4,C,26.1,Yes,Yes,PhD,Low,5,4.4
S1783,Maria,Williams,student783@university.com,Male,18,Business,68.08,93.36,88.2,92.43,94.56,7.82,56.03,85.45,A,15.3,No,No,Master's,Low,6,8.0
S1784,Sara,Davis,student784@university.com,Female,23,Mathematics,96.62,98.17,91.97,99.52,90.06,1.16,78.49,73.84,F,13.0,No,No,High School,Low,8,5.4
S1785,Ali,Jones,student785@university.com,Female,19,Engineering,81.53,83.16,75.03,81.56,66.64,0.5,68.0,84.94,A,19.8,Yes,No,PhD,Medium,9,6.7
S1786,Omar,Williams,student786@university.com,Male,21,Engineering,96.71,72.93,61.96,89.67,60.75,0.29,91.55,76.57,F,22.4,Yes,Yes,High School,High,8,7.9
S1787,Liam,Johnson,student787@university.com,Female,21,Business,87.86,56.16,79.16,50.72,78.59,1.47,87.25,56.72,D,19.2,No,Yes,None,Medium,8,6.7
S1788,Liam,Davis,student788@university.com,Male,19,Engineering,55.17,99.96,58.34,94.02,84.48,6.67,63.82,73.85,D,11.6,No,No,Master's,Medium,1,4.6
S1789,Omar,Brown,student789@university.com,Male,21,Mathematics,61.56,75.39,54.3,97.7,69.33,4.94,50.85,98.23,D,14.2,Yes,No,PhD,Medium,10,7.0
S1790,Emma,Smith,student790@university.com,Male,24,Business,69.71,80.87,69.29,78.76,92.42,7.52,61.87,87.74,B,16.2,Yes,No,Master's,Medium,1,4.6
S1791,Liam,Jones,student791@university.com,Male,19,Business,58.51,80.94,52.97,87.69,98.03,1.92,78.36,65.01,F,5.4,No,No,Bachelor's,Low,8,5.7
S1792,Ahmed,Brown,student792@university.com,Male,18,Mathematics,74.75,90.72,69.02,75.64,78.47,3.67,53.95,97.21,A,27.0,Yes,Yes,High School,Low,1,6.8
S1793,Maria,Davis,student793@university.com,Male,19,CS,73.57,40.58,97.4,64.31,72.83,8.88,82.91,88.95,A,17.8,Yes,Yes,PhD,Medium,5,9.0
S1794,Ali,Davis,student794@university.com,Female,22,Business,97.81,53.21,90.39,92.61,92.14,9.36,83.58,68.22,A,23.8,Yes,No,High School,Medium,4,7.6
S1795,Omar,Williams,student795@university.com,Female,22,CS,71.69,79.93,96.5,79.84,51.21,9.22,58.47,80.18,B,9.3,Yes,No,High School,Low,5,5.5
S1796,Ahmed,Davis,student796@university.com,Female,20,Mathematics,89.28,93.71,88.38,78.97,56.45,8.18,79.82,71.33,B,18.9,No,Yes,Bachelor's,Low,8,8.4
S1797,Omar,Jones,student797@university.com,Male,21,Mathematics,97.1,81.12,61.29,82.96,92.28,6.88,80.35,54.83,F,28.2,No,Yes,High School,Medium,10,5.1
S1798,Ali,Brown,student798@university.com,Female,23,Business,93.85,64.81,88.72,92.8,86.6,9.14,73.9,90.3,B,10.4,Yes,No,None,Medium,8,5.9
S1799,John,Jones,student799@university.com,Male,21,Engineering,60.43,61.69,95.37,86.6,70.81,7.14,97.66,59.55,D,13.6,Yes,Yes,High School,Low,4,7.2
S1800,Ali,Johnson,student800@university.com,Female,24,Business,74.8,84.28,96.82,60.56,94.44,9.54,55.41,72.9,A,14.7,Yes,Yes,Bachelor's,Low,8,6.1
S1801,Emma,Johnson,student801@university.com,Male,19,Engineering,67.39,84.47,80.99,73.34,67.57,0.25,70.33,85.13,D,14.6,No,Yes,Bachelor's,High,10,7.6
S1802,Ali,Smith,student802@university.com,Female,23,CS,69.99,76.42,52.68,99.01,81.69,9.22,94.15,96.61,B,20.0,No,Yes,PhD,High,5,7.3
S1803,Ali,Smith,student803@university.com,Male,23,Engineering,68.04,57.49,42.38,77.73,81.72,5.56,69.32,53.14,A,14.8,Yes,No,None,High,4,7.3
S1804,Emma,Johnson,student804@university.com,Female,21,Business,91.32,95.51,48.83,96.91,59.22,1.12,71.23,69.66,C,21.9,Yes,Yes,High School,High,7,6.1
S1805,Maria,Davis,student805@university.com,Male,23,Engineering,72.61,73.11,97.93,90.67,64.24,2.15,83.41,80.73,D,17.1,Yes,No,Bachelor's,Medium,3,4.3
S1806,Liam,Jones,student806@university.com,Female,23,Mathematics,76.18,87.43,67.73,83.3,95.8,8.52,83.28,88.97,C,8.9,Yes,Yes,Bachelor's,Low,5,8.4
S1807,Ali,Johnson,student807@university.com,Male,22,CS,99.12,52.86,91.3,67.47,59.17,5.06,51.15,96.05,F,28.7,No,Yes,High School,Medium,5,4.4
S1808,Emma,Smith,student808@university.com,Female,18,Mathematics,53.0,60.64,67.9,65.22,58.68,9.83,72.78,50.02,D,11.0,No,No,High School,High,5,6.3
S1809,Ahmed,Johnson,student809@university.com,Female,19,Mathematics,74.4,92.47,79.65,82.17,73.98,1.18,66.68,81.39,A,19.1,Yes,Yes,PhD,High,2,5.5
S1810,John,Davis,student810@university.com,Female,21,Mathematics,88.7,43.01,41.45,71.63,54.61,4.13,81.38,50.35,A,6.5,Yes,No,PhD,Medium,10,5.5
S1811,John,Johnson,student811@university.com,Male,22,Mathematics,57.56,70.74,54.99,89.94,94.73,3.32,77.79,89.36,C,28.0,No,No,None,Medium,7,5.1
S1812,Ali,Jones,student812@university.com,Male,24,Engineering,80.58,68.9,66.18,88.02,55.01,5.16,82.54,57.48,A,28.2,Yes,Yes,PhD,Low,10,5.4
S1813,Maria,Brown,student813@university.com,Male,24,Mathematics,61.97,85.07,77.84,65.61,80.83,6.33,82.69,94.73,D,14.1,Yes,No,PhD,High,7,8.8
S1814,Maria,Davis,student814@university.com,Male,20,Engineering,93.37,56.91,50.29,85.14,66.99,6.62,62.74,57.76,B,8.0,No,No,Master's,High,8,8.9
S1815,Ahmed,Smith,student815@university.com,Male,23,Mathematics,66.35,53.14,85.87,74.73,90.21,0.01,62.32,88.22,B,24.2,No,Yes,High School,Medium,7,6.9
S1816,Ali,Jones,student816@university.com,Female,23,Business,66.45,95.57,61.86,66.16,79.49,0.89,68.51,64.47,A,11.6,No,No,PhD,Low,1,6.6
S1817,John,Johnson,student817@university.com,Male,21,Mathematics,79.91,74.3,89.05,70.65,69.42,0.35,62.1,77.86,F,22.5,No,Yes,Master's,Medium,9,4.2
S1818,Maria,Johnson,student818@university.com,Female,18,Business,59.18,46.28,45.88,94.77,99.19,8.65,84.14,80.42,D,27.9,Yes,No,Master's,Medium,4,8.0
S1819,Ali,Brown,student819@university.com,Female,18,Engineering,64.24,51.58,80.79,67.98,53.31,3.13,80.14,60.34,F,19.8,No,No,PhD,Medium,1,4.9
S1820,Omar,Smith,student820@university.com,Male,21,CS,70.83,99.93,57.6,64.37,78.89,3.67,60.82,64.93,C,26.5,Yes,Yes,Bachelor's,High,10,4.7
S1821,Maria,Smith,student821@university.com,Female,21,Engineering,67.68,51.74,87.72,67.59,99.48,4.5,94.21,55.38,A,10.6,No,No,PhD,Low,2,6.1
S1822,Emma,Williams,student822@university.com,Male,22,CS,76.24,76.63,64.13,60.73,84.55,8.49,73.03,50.26,C,27.8,Yes,Yes,PhD,Medium,8,5.7
S1823,Omar,Smith,student823@university.com,Male,24,CS,79.98,65.21,79.92,77.23,86.99,0.14,56.35,61.97,F,10.7,Yes,Yes,High School,Medium,8,4.5
S1824,Liam,Brown,student824@university.com,Male,21,Mathematics,78.33,93.14,96.06,57.37,51.6,1.19,60.65,75.8,D,10.6,No,No,Bachelor's,Low,9,4.7
S1825,Maria,Williams,student825@university.com,Female,24,CS,82.71,85.31,41.24,90.87,51.07,6.85,76.99,85.68,F,27.0,No,No,None,High,9,9.0
S1826,John,Williams,student826@university.com,Male,20,Engineering,65.39,75.82,40.67,61.28,51.81,9.64,66.92,89.68,B,18.9,No,Yes,PhD,Medium,10,7.7
S1827,Sara,Johnson,student827@university.com,Male,24,Mathematics,56.32,40.64,86.22,79.9,99.59,6.43,92.56,53.49,F,25.0,No,Yes,PhD,Medium,8,7.0
S1828,Omar,Johnson,student828@university.com,Male,22,CS,88.04,92.79,78.78,56.25,98.98,2.61,74.74,63.62,F,25.1,No,No,High School,High,4,5.5
S1829,Liam,Smith,student829@university.com,Female,23,Engineering,92.54,66.68,57.58,98.92,66.73,5.2,95.76,88.51,F,21.2,Yes,No,None,High,10,6.1
S1830,Ahmed,Williams,student830@university.com,Male,23,CS,62.85,95.89,69.66,72.73,64.55,9.75,55.09,74.04,F,9.7,No,Yes,Master's,High,7,7.1
S1831,Ahmed,Johnson,student831@university.com,Female,24,CS,70.35,69.73,42.52,91.11,57.3,5.28,83.43,59.11,D,22.3,No,No,Bachelor's,Medium,9,7.9
S1832,John,Brown,student832@university.com,Female,23,Mathematics,74.93,81.65,51.55,88.43,66.46,3.74,94.29,69.61,A,6.6,Yes,Yes,None,High,6,8.7
S1833,Maria,Johnson,student833@university.com,Male,23,Mathematics,76.67,44.16,65.47,85.68,68.51,3.83,64.65,63.5,D,10.0,No,No,PhD,Medium,6,4.6
S1834,Ali,Davis,student834@university.com,Female,19,Engineering,82.97,84.71,90.04,91.37,87.41,9.67,56.78,52.53,C,21.1,Yes,Yes,Master's,High,1,5.0
S1835,Maria,Davis,student835@university.com,Female,20,Mathematics,52.08,60.28,68.78,55.02,93.31,7.19,72.83,88.18,B,27.7,Yes,No,High School,Medium,10,6.8
S1836,John,Johnson,student836@university.com,Male,22,Mathematics,86.07,61.08,75.18,83.92,87.34,6.87,98.07,64.58,A,24.3,No,No,PhD,High,9,8.7
S1837,Ahmed,Williams,student837@university.com,Male,22,Business,53.1,47.12,92.43,63.29,82.32,2.32,81.67,97.26,B,13.3,Yes,No,High School,Medium,2,6.3
S1838,Maria,Williams,student838@university.com,Male,23,Business,73.41,48.81,58.53,89.29,88.3,5.59,82.2,94.41,B,25.6,No,Yes,Bachelor's,Low,3,7.2
S1839,Ahmed,Jones,student839@university.com,Female,18,Engineering,91.38,51.15,82.04,97.84,86.92,3.57,83.58,85.81,A,29.2,No,No,High School,High,5,5.5
S1840,Omar,Davis,student840@university.com,Male,22,Mathematics,72.56,59.69,91.7,95.07,73.79,2.4,51.99,66.33,A,13.3,Yes,Yes,None,High,5,8.1
S1841,Liam,Brown,student841@university.com,Female,20,Engineering,57.45,93.52,52.16,55.75,66.79,8.96,72.28,64.0,C,9.7,No,Yes,None,Low,5,7.0
S1842,Ali,Williams,student842@university.com,Female,21,Business,99.25,62.1,61.39,68.48,64.14,3.83,53.88,73.76,D,9.9,No,No,Bachelor's,Medium,4,5.9
S1843,Omar,Smith,student843@university.com,Female,20,Business,94.46,83.46,98.79,68.22,83.97,2.83,65.79,67.73,A,15.0,No,No,Bachelor's,Low,5,6.7
S1844,Ahmed,Davis,student844@university.com,Female,23,Business,88.57,44.96,98.99,56.11,97.97,9.32,91.08,95.06,C,6.3,Yes,No,Bachelor's,Low,3,7.5
S1845,Ahmed,Brown,student845@university.com,Female,23,Engineering,70.58,75.47,53.39,54.91,79.05,1.97,82.81,56.17,F,17.2,No,No,None,Medium,1,5.1
S1846,Sara,Brown,student846@university.com,Male,19,Mathematics,59.19,68.91,43.99,69.24,95.63,7.46,99.78,86.22,A,23.3,Yes,No,PhD,High,7,5.7
S1847,Sara,Williams,student847@university.com,Male,24,CS,97.07,98.68,56.26,99.6,50.71,6.53,58.61,80.54,D,18.3,No,Yes,None,High,10,5.3
S1848,Omar,Brown,student848@university.com,Female,22,Mathematics,76.62,90.77,63.86,78.45,89.72,9.2,69.85,90.32,F,29.3,Yes,No,High School,High,2,8.8
S1849,Emma,Williams,student849@university.com,Female,24,Engineering,92.62,67.29,66.46,81.09,92.68,8.32,90.48,77.12,F,16.5,No,Yes,Bachelor's,Low,8,4.2
S1850,Omar,Johnson,student850@university.com,Male,24,Business,67.1,86.51,77.13,73.55,81.55,7.05,60.78,81.48,F,5.3,Yes,No,Master's,Medium,1,4.3
S1851,Sara,Davis,student851@university.com,Male,22,CS,66.76,51.58,93.97,83.12,96.7,3.15,57.69,98.14,F,16.8,Yes,Yes,None,High,6,5.8
S1852,Ahmed,Jones,student852@university.com,Female,22,Engineering,99.28,73.74,59.82,97.83,79.5,4.96,71.38,54.6,B,28.2,No,No,Master's,Medium,1,6.7
S1853,John,Johnson,student853@university.com,Female,23,Business,76.09,44.48,91.0,79.43,62.03,9.44,69.19,55.24,D,7.4,Yes,Yes,PhD,Low,8,5.6
S1854,Omar,Davis,student854@university.com,Male,22,Engineering,57.03,60.89,45.61,53.25,60.79,0.23,99.01,69.68,C,10.6,No,No,None,High,2,8.3
S1855,Ahmed,Williams,student855@university.com,Male,18,CS,60.98,53.55,42.51,74.64,77.79,7.94,72.81,73.64,A,22.9,No,No,PhD,Low,8,4.8
S1856,John,Davis,student856@university.com,Female,18,Business,74.1,83.13,70.24,99.64,95.32,2.52,93.05,59.99,C,12.4,No,No,PhD,Medium,4,5.8
S1857,John,Williams,student857@university.com,Male,21,Mathematics,52.12,69.41,43.58,69.37,53.62,1.85,94.4,54.13,B,24.1,No,No,None,High,3,6.4
S1858,Sara,Johnson,student858@university.com,Male,22,Engineering,73.13,85.06,63.55,79.69,80.22,2.32,57.89,51.11,F,15.5,No,Yes,None,High,2,5.0
S1859,Omar,Smith,student859@university.com,Female,19,CS,70.95,70.92,93.81,55.33,88.49,0.6,85.77,88.23,A,24.9,No,No,PhD,High,4,5.5
S1860,Maria,Smith,student860@university.com,Female,21,Mathematics,88.97,45.19,54.49,57.06,55.77,9.92,63.88,74.25,D,18.8,Yes,No,Bachelor's,High,10,8.7
S1861,Ali,Davis,student861@university.com,Female,23,CS,67.75,84.12,82.36,93.73,55.84,8.7,54.74,92.17,A,7.1,No,No,None,Low,10,6.6
S1862,Sara,Smith,student862@university.com,Male,22,Engineering,99.13,89.99,58.14,65.02,68.31,5.21,93.74,68.04,A,14.7,No,No,PhD,Low,2,8.3
S1863,Sara,Williams,student863@university.com,Female,18,CS,59.04,94.21,42.7,65.27,63.69,7.15,64.62,85.17,C,13.3,No,Yes,High School,Medium,3,5.3
S1864,Maria,Brown,student864@university.com,Male,19,Business,79.55,74.32,73.4,69.36,59.92,5.57,67.27,74.43,F,25.3,Yes,Yes,Master's,High,2,7.1
S1865,Ali,Williams,student865@university.com,Female,21,CS,54.48,85.22,90.09,98.32,59.93,8.12,66.2,80.6,D,20.6,No,No,High School,Medium,2,7.8
S1866,Ahmed,Brown,student866@university.com,Female,19,Engineering,86.69,85.12,64.57,54.22,56.53,8.45,60.01,68.51,A,24.4,Yes,Yes,None,Low,10,6.1
S1867,Emma,Johnson,student867@university.com,Male,22,Business,99.74,49.34,77.04,90.94,80.54,2.33,71.73,54.06,B,14.3,No,No,None,Medium,9,7.1
S1868,Omar,Jones,student868@university.com,Male,20,CS,90.96,49.85,94.0,67.08,84.41,4.6,71.41,97.37,B,22.3,Yes,No,None,Low,1,8.3
S1869,Emma,Brown,student869@university.com,Female,19,CS,77.79,44.25,87.38,92.47,85.15,6.35,70.44,91.8,F,6.6,No,Yes,None,High,3,4.7
S1870,Ahmed,Smith,student870@university.com,Female,19,Business,74.24,59.19,51.63,99.59,76.62,9.78,95.81,65.59,A,5.9,Yes,No,High School,Medium,1,5.8
S1871,Liam,Williams,student871@university.com,Male,23,Mathematics,91.75,68.41,84.0,67.43,97.65,6.83,66.99,97.94,F,12.2,Yes,No,Bachelor's,High,3,8.1
S1872,Sara,Johnson,student872@university.com,Female,18,Mathematics,96.8,99.87,70.11,56.47,94.03,8.98,51.52,65.02,A,24.3,Yes,Yes,PhD,Low,1,5.2
S1873,Ali,Smith,student873@university.com,Male,22,Business,99.46,65.86,84.76,57.22,97.88,8.46,58.92,72.15,D,18.4,Yes,Yes,PhD,Medium,9,6.8
S1874,Sara,Johnson,student874@university.com,Male,19,CS,69.83,83.57,69.67,87.94,69.44,5.82,86.07,87.76,B,15.2,No,No,PhD,Medium,5,6.2
S1875,John,Jones,student875@university.com,Female,22,Mathematics,99.55,81.6,47.68,57.25,93.89,8.94,79.54,65.45,C,27.4,Yes,No,Master's,High,4,7.3
S1876,Sara,Williams,student876@university.com,Male,18,Business,57.8,52.27,74.19,63.02,88.14,3.77,97.59,66.23,F,17.4,No,No,None,High,8,7.3
S1877,Sara,Davis,student877@university.com,Male,23,Engineering,62.68,43.51,69.53,60.22,67.0,3.79,84.72,70.5,D,20.3,No,No,High School,High,1,6.9
S1878,Ahmed,Williams,student878@university.com,Male,22,CS,54.45,72.76,71.08,67.78,55.33,7.81,59.71,73.42,B,29.6,Yes,No,High School,Medium,9,8.7
S1879,Ahmed,Jones,student879@university.com,Female,24,Engineering,63.59,82.02,92.73,53.72,84.13,1.35,56.03,56.18,D,18.1,No,No,High School,Low,2,4.9
S1880,Ahmed,Williams,student880@university.com,Male,18,CS,88.4,99.9,93.69,92.84,56.82,3.06,76.04,50.87,C,24.6,Yes,No,Bachelor's,High,8,8.2
S1881,Emma,Davis,student881@university.com,Female,18,Mathematics,92.65,61.52,67.21,93.01,64.69,6.09,83.26,95.96,A,15.3,Yes,No,None,High,7,6.4
S1882,John,Brown,student882@university.com,Female,21,Engineering,88.94,93.78,67.34,70.65,75.02,4.2,58.28,67.66,A,5.9,No,Yes,PhD,Low,10,7.3
S1883,Liam,Johnson,student883@university.com,Female,23,Engineering,81.55,62.92,70.91,80.6,83.99,9.41,80.08,55.08,D,25.9,No,Yes,PhD,Medium,2,5.4
S1884,Liam,Davis,student884@university.com,Male,23,Business,75.7,81.36,71.18,82.1,96.31,9.59,93.25,87.96,D,28.6,No,No,None,Medium,10,4.5
S1885,Ahmed,Smith,student885@university.com,Male,24,Mathematics,85.44,75.9,97.02,87.46,79.66,5.03,86.38,64.75,F,15.9,Yes,No,PhD,Low,10,7.9
S1886,Ali,Jones,student886@university.com,Female,22,Mathematics,69.54,43.18,78.96,76.03,83.57,5.39,83.21,59.08,D,17.6,No,No,PhD,High,6,5.3
S1887,Emma,Brown,student887@university.com,Female,20,CS,92.07,44.7,56.65,75.52,65.5,7.25,89.47,98.13,A,15.6,Yes,No,None,Medium,5,6.0
S1888,Maria,Smith,student888@university.com,Male,24,Business,83.86,41.25,71.89,81.57,84.36,4.57,55.2,96.03,D,29.9,Yes,No,High School,High,7,4.2
S1889,Ali,Smith,student889@university.com,Female,21,Business,84.89,62.25,77.63,85.15,71.89,1.9,60.19,55.29,B,27.6,Yes,Yes,Master's,High,2,7.3
S1890,Omar,Jones,student890@university.com,Female,23,CS,76.8,84.75,78.39,67.33,92.85,7.47,51.9,94.96,B,6.0,No,Yes,None,Low,10,7.4
S1891,Omar,Brown,student891@university.com,Male,18,Engineering,94.26,50.37,75.12,66.52,69.62,7.38,57.25,94.54,A,24.5,No,Yes,PhD,Medium,9,8.5
S1892,Ali,Smith,student892@university.com,Female,23,CS,62.6,76.35,50.66,63.49,73.41,2.45,95.66,81.72,D,20.0,No,No,PhD,Low,3,8.5
S1893,Ahmed,Smith,student893@university.com,Male,24,CS,69.06,57.33,42.02,77.44,71.63,8.33,61.11,76.49,D,5.6,No,Yes,Master's,Medium,1,7.5
S1894,Maria,Brown,student894@university.com,Male,20,CS,88.88,87.82,60.27,68.01,90.56,6.14,83.1,60.87,D,16.1,No,No,Master's,High,8,5.6
S1895,Maria,Williams,student895@university.com,Female,19,Business,74.64,87.9,65.65,77.02,97.68,2.36,84.58,56.07,B,8.7,Yes,No,Master's,High,7,5.9
S1896,Emma,Smith,student896@university.com,Male,19,CS,94.46,86.52,43.71,70.3,66.36,6.52,82.27,80.32,A,26.8,Yes,Yes,None,Medium,7,5.9
S1897,Maria,Johnson,student897@university.com,Male,23,CS,67.32,71.49,88.9,91.84,73.75,2.34,77.7,91.1,F,5.3,No,Yes,High School,Medium,4,4.6
S1898,Omar,Brown,student898@university.com,Male,23,CS,68.47,57.07,60.64,53.66,85.3,2.65,74.31,84.43,B,26.8,Yes,No,Master's,High,10,8.7
S1899,John,Smith,student899@university.com,Female,21,Mathematics,94.44,88.57,94.82,78.61,94.77,8.48,71.0,59.04,A,28.5,Yes,Yes,Bachelor's,High,3,8.1
S1900,Ahmed,Jones,student900@university.com,Female,23,Engineering,73.22,51.17,49.26,78.78,74.69,9.29,95.84,64.5,A,6.8,Yes,No,High School,Low,9,4.7
S1901,Maria,Davis,student901@university.com,Female,20,Engineering,75.81,57.39,43.42,69.19,55.44,2.57,50.48,77.32,F,23.0,No,Yes,Master's,High,3,8.7
S1902,Emma,Johnson,student902@university.com,Male,23,Engineering,66.64,51.04,68.94,71.05,68.43,9.28,52.67,81.25,C,18.7,No,Yes,PhD,High,7,8.2
S1903,Omar,Davis,student903@university.com,Male,22,Engineering,63.83,80.45,51.35,90.01,77.52,2.39,74.63,53.61,F,28.9,Yes,No,None,Medium,7,8.6
S1904,John,Davis,student904@university.com,Female,24,Business,82.8,81.17,96.24,64.03,70.88,1.17,66.53,80.7,F,25.0,Yes,No,PhD,Low,10,5.4
S1905,Sara,Smith,student905@university.com,Female,20,Business,55.99,79.15,40.62,93.57,59.33,0.58,70.41,86.82,A,22.4,Yes,Yes,PhD,Low,7,5.7
S1906,Sara,Johnson,student906@university.com,Male,21,CS,93.96,64.94,64.76,94.82,51.85,2.42,99.89,59.07,C,28.1,Yes,No,None,Medium,1,6.3
S1907,John,Johnson,student907@university.com,Female,22,Business,88.96,46.01,95.6,82.53,84.37,3.85,88.76,62.31,C,9.0,No,Yes,High School,Medium,10,5.1
S1908,Omar,Williams,student908@university.com,Female,22,Engineering,59.54,94.67,63.07,88.64,99.64,9.28,93.87,62.94,D,14.4,No,Yes,PhD,Low,2,6.3
S1909,Emma,Davis,student909@university.com,Female,24,Mathematics,84.7,70.46,45.59,80.65,95.96,2.42,68.43,96.99,F,26.1,Yes,Yes,High School,Medium,2,4.0
S1910,John,Johnson,student910@university.com,Female,19,CS,80.13,64.42,58.17,76.26,84.16,3.65,61.98,70.35,F,7.5,Yes,Yes,None,Medium,3,8.4
S1911,Ahmed,Williams,student911@university.com,Female,20,CS,59.23,75.33,69.88,98.33,92.08,7.34,88.4,76.53,C,28.4,No,No,Master's,Low,4,4.8
S1912,Ahmed,Brown,student912@university.com,Male,24,Engineering,63.66,51.57,51.11,64.13,62.79,3.02,90.38,86.22,C,23.6,No,No,PhD,Medium,1,6.5
S1913,Sara,Williams,student913@university.com,Female,22,Engineering,70.45,47.95,67.99,57.71,81.12,6.84,77.49,68.57,C,16.0,No,No,PhD,Medium,5,8.6
S1914,Maria,Jones,student914@university.com,Female,21,Engineering,84.96,64.33,90.18,64.37,53.03,4.32,94.8,55.28,A,13.5,Yes,Yes,None,Low,1,8.1
S1915,Emma,Smith,student915@university.com,Male,24,Business,81.94,53.63,92.36,80.73,85.36,1.96,98.37,82.72,A,8.7,Yes,No,None,Low,7,7.9
S1916,Sara,Brown,student916@university.com,Male,19,CS,76.61,54.66,42.96,59.26,98.49,7.34,73.55,83.36,A,7.3,No,No,Master's,Medium,7,7.0
S1917,Maria,Brown,student917@university.com,Male,22,Engineering,88.42,93.55,49.65,95.44,93.04,0.27,61.13,63.03,F,15.6,No,Yes,None,High,2,6.2
S1918,Maria,Jones,student918@university.com,Male,24,Mathematics,87.9,71.85,56.52,70.55,76.72,2.92,75.86,51.76,C,26.1,No,No,Bachelor's,High,4,6.2
S1919,Liam,Williams,student919@university.com,Female,20,CS,80.89,69.01,75.69,92.5,89.44,3.56,99.48,83.27,A,18.3,Yes,Yes,Bachelor's,Medium,9,4.4
S1920,Ahmed,Smith,student920@university.com,Female,19,CS,89.35,81.37,61.66,62.46,97.19,4.58,64.65,85.17,D,16.3,Yes,No,None,Medium,1,4.3
S1921,Omar,Williams,student921@university.com,Female,20,Business,66.71,97.09,90.64,65.66,60.8,6.8,80.88,51.3,C,13.0,No,Yes,Master's,High,10,8.2
S1922,Ali,Johnson,student922@university.com,Female,20,CS,94.06,46.73,83.0,52.96,89.66,4.59,84.7,84.66,C,8.9,No,Yes,Bachelor's,Low,6,6.0
S1923,Omar,Williams,student923@university.com,Male,20,Engineering,80.75,90.01,46.03,62.89,63.49,5.94,60.7,96.95,C,29.8,Yes,No,PhD,High,10,4.3
S1924,Ali,Brown,student924@university.com,Male,24,Engineering,91.12,75.04,77.47,74.52,93.85,5.96,79.42,58.94,A,5.6,Yes,No,Master's,High,1,7.3
S1925,John,Smith,student925@university.com,Female,19,Mathematics,77.31,48.77,46.78,97.31,54.92,3.73,65.73,76.07,B,12.8,Yes,No,None,Low,6,7.4
S1926,Ahmed,Williams,student926@university.com,Female,24,CS,60.92,57.83,55.3,69.45,58.91,9.34,92.71,84.84,D,24.2,Yes,No,Bachelor's,Medium,1,5.1
S1927,Maria,Smith,student927@university.com,Female,24,CS,77.12,68.94,50.67,81.99,86.03,9.56,85.74,61.5,D,18.0,Yes,Yes,Master's,Low,3,6.1
S1928,Emma,Smith,student928@university.com,Female,24,Business,68.56,81.47,50.38,71.39,58.74,5.82,91.31,87.58,B,12.8,No,Yes,PhD,Medium,4,6.9
